"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Priest Lauderdale","August 31, 1973","Chicago","Illinois","Chicago","Illinois","Central State University",41.85003,-87.65005,41.85003,-87.65005,"Central State University",28.60189,-81.20031,"Chicago Illinois","Chicago Illinois",118,107,2,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","Denver Colorado","","","","","","","","","","","","","","",33.749,-84.38798,39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-97","1997-98"
"Primoz Brezec","October 2, 1979","Postojna","Slovenia","none","none","none",45.77435,14.21528,NA,NA,"",NA,NA,"Postojna Slovenia","none none",1,684,0,"Slovenia","none","Europe","none","Indianapolis Indiana","Charlotte North Carolina","Detroit Michigan","Toronto Canada","Philadelphia Pennsylvania","Milwaukee Wisconsin","","","","","","","","","","",39.76838,-86.15804,35.22709,-80.84313,42.33143,-83.04575,43.70011,-79.4163,39.95234,-75.16379,43.0389,-87.90647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001-02","2009-10"
"Purvis Short","July 2, 1957","Hattiesburg","Mississippi","Hattiesburg","Mississippi","Jackson State University",31.32712,-89.29034,31.32712,-89.29034,"Jackson State University",42.18556,-122.69306,"Hattiesburg Mississippi","Hattiesburg Mississippi",2,1,14,"United States of America","United States of America","Americas","Americas","Oakland California","Houston Texas","East Rutherford New Jersey","","","","","","","","","","","","","",37.80437,-122.2708,29.76328,-95.36327,40.83399,-74.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-79","1989-90"
"Quentin Richardson","April 13, 1980","Chicago","Illinois","Chicago","Illinois","DePaul University",41.85003,-87.65005,41.85003,-87.65005,"DePaul University",41.92281,-87.65311,"Chicago Illinois","Chicago Illinois",118,107,32,"United States of America","United States of America","Americas","Americas","Los Angeles California","Phoenix Arizona","New York New York","Miami Florida","Orlando Florida","New York New York","","","","","","","","","","",34.05223,-118.24368,33.44838,-112.07404,40.71427,-74.00597,25.77427,-80.19366,28.53834,-81.37924,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-01","2012-13"
"Quincy Acy","October 6, 1990","Tyler","Texas","Mesquite","Texas","Baylor University",32.35126,-95.30106,32.7668,-96.59916,"Baylor University",31.54489,-97.11945,"Tyler Texas","Mesquite Texas",3,1,11,"United States of America","United States of America","Americas","Americas","Toronto Canada","Toronto Canada","Sacramento California","","","","","","","","","","","","","",43.70011,-79.4163,43.70011,-79.4163,38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-13","2013-14"
"Quincy Douby","May 16, 1984","New York","New York","Oakdale","Connecticut","Rutgers University",40.71427,-74.00597,41.46988,-72.16029,"Rutgers University",39.94808,-75.12137,"New York New York","Oakdale Connecticut",205,4,10,"United States of America","United States of America","Americas","Americas","Sacramento California","Toronto Canada","","","","","","","","","","","","","","",38.58157,-121.4944,43.70011,-79.4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2008-09"
"Quincy Lewis","June 26, 1977","Little Rock","Arkansas","Little Rock","Arkansas","University of Minnesota",34.74648,-92.28959,34.74648,-92.28959,"University of Minnesota",44.97441,-93.233,"Little Rock Arkansas","Little Rock Arkansas",7,8,41,"United States of America","United States of America","Americas","Americas","Salt Lake City Utah","Minneapolis Minnesota","","","","","","","","","","","","","","",40.76078,-111.89105,44.97997,-93.26384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-00","2003-04"
"Quincy Miller","November 18, 1992","Chicago","Illinois","High Point","North Carolina","Baylor University",41.85003,-87.65005,35.95569,-80.00532,"Baylor University",31.54489,-97.11945,"Chicago Illinois","High Point North Carolina",118,1,11,"United States of America","United States of America","Americas","Americas","Denver Colorado","","","","","","","","","","","","","","","",39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-13","2013-14"
"Quincy Pondexter","March 10, 1988","Fresno","California","Fresno","California","University of Washington",36.74773,-119.77237,36.74773,-119.77237,"University of Washington",38.9515,-77.08998,"Fresno California","Fresno California",8,9,30,"United States of America","United States of America","Americas","Americas","New Orleans Louisiana","Memphis Tennessee","","","","","","","","","","","","","","",29.95465,-90.07507,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11","2013-14"
"Quinn Buckner","August 20, 1954","Phoenix","Illinois","Dolton","Illinois","Indiana University",41.61115,-87.63477,41.63892,-87.60727,"Indiana University",40.41226,-86.93668,"Phoenix Illinois","Dolton Illinois",1,3,55,"United States of America","United States of America","Americas","Americas","Milwaukee Wisconsin","Boston Massachusetts","Indianapolis Indiana","","","","","","","","","","","","","",43.0389,-87.90647,42.35843,-71.05977,39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1985-86"
"Quintin Dailey","January 22, 1961","Baltimore","Maryland","Baltimore","Maryland","University of San Francisco",39.29038,-76.61219,39.29038,-76.61219,"University of San Francisco",37.77549,-122.4508,"Baltimore Maryland","Baltimore Maryland",34,21,23,"United States of America","United States of America","Americas","Americas","Chicago Illinois","Los Angeles California","Seattle Washington","","","","","","","","","","","","","",41.85003,-87.65005,34.05223,-118.24368,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-83","1991-92"
"Quinton Ross","April 30, 1981","Dallas","Texas","Dallas","Texas","Southern Methodist University",32.78306,-96.80667,32.78306,-96.80667,"Southern Methodist University",32.8379,-96.78306,"Dallas Texas","Dallas Texas",36,32,12,"United States of America","United States of America","Americas","Americas","Los Angeles California","Memphis Tennessee","Dallas Texas","Washington District of Columbia","East Rutherford New Jersey","","","","","","","","","","","",34.05223,-118.24368,35.14953,-90.04898,32.78306,-96.80667,38.89511,-77.03637,40.83399,-74.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05","2010-11"
"Qyntel Woods","February 16, 1981","Memphis","Tennessee","Memphis","Tennessee","Northeast Mississippi Community College",35.14953,-90.04898,35.14953,-90.04898,"Northeast Mississippi Community College",34.5942,-88.64858,"Memphis Tennessee","Memphis Tennessee",33,29,1,"United States of America","United States of America","Americas","Americas","Portland Oregon","Miami Florida","New York New York","","","","","","","","","","","","","",45.52345,-122.67621,25.77427,-80.19366,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-03","2005-06"
"R.B. Lynam","1944","none","none","Shawnee","Oklahoma","Oklahoma Baptist University",NA,NA,35.32729,-96.9253,"Oklahoma Baptist University",35.36093,-96.93477,"none none","Shawnee Oklahoma",677,1,4,"none","United States of America","none","Americas","Denver Colorado","","","","","","","","","","","","","","","",39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1967-68"
"Radisav Curcic","September 26, 1965","Cacak","Serbia","Cacak","Serbia","none",43.89139,20.34972,43.89139,20.34972,"",NA,NA,"Cacak Serbia","Cacak Serbia",1,1,0,"Serbia","Serbia","Europe","Europe","Dallas Texas","","","","","","","","","","","","","","","",32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-93","1992-93"
"Raef LaFrentz","May 29, 1976","Hampton","Iowa","Monona","Iowa","University of Kansas",43.05914,-92.31768,42.05167,-95.95992,"University of Kansas",38.8134,-97.60949,"Hampton Iowa","Monona Iowa",1,1,60,"United States of America","United States of America","Americas","Americas","Denver Colorado","Dallas Texas","Boston Massachusetts","Portland Oregon","","","","","","","","","","","","",39.73915,-104.9847,32.78306,-96.80667,42.35843,-71.05977,45.52345,-122.67621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-99","2007-08"
"Rafael Addison","July 22, 1964","Jersey City","New Jersey","Jersey City","New Jersey","Syracuse University",40.72816,-74.07764,40.72816,-74.07764,"Syracuse University",43.03784,-76.13465,"Jersey City New Jersey","Jersey City New Jersey",13,13,41,"United States of America","United States of America","Americas","Americas","Phoenix Arizona","East Rutherford New Jersey","Detroit Michigan","Charlotte North Carolina","","","","","","","","","","","","",33.44838,-112.07404,40.83399,-74.09709,42.33143,-83.04575,35.22709,-80.84313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-87","1996-97"
"Rafael Araujo","August 12, 1980","Curitiba","Brazil","San Paulo","Brazil","Brigham Young University",-25.42778,-49.27306,-23.5475,-46.63611,"Brigham Young University",40.24579,-111.65103,"Curitiba Brazil","San Paulo Brazil",2,1,21,"Brazil","Brazil","Americas","Americas","Toronto Canada","Salt Lake City Utah","","","","","","","","","","","","","","",43.70011,-79.4163,40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05","2006-07"
"Rafer Alston","July 24, 1976","New York","New York","New York","New York","California State University, Fresno",40.71427,-74.00597,40.71427,-74.00597,"California State University, Fresno",36.81256,-119.74663,"New York New York","New York New York",205,209,20,"United States of America","United States of America","Americas","Americas","Milwaukee Wisconsin","Toronto Canada","Miami Florida","Toronto Canada","Houston Texas","Orlando Florida","East Rutherford New Jersey","Miami Florida","","","","","","","","",43.0389,-87.90647,43.70011,-79.4163,25.77427,-80.19366,43.70011,-79.4163,29.76328,-95.36327,28.53834,-81.37924,40.83399,-74.09709,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-00","2009-10"
"Raja Bell","September 19, 1976","St. Croix","U.S. Virgin Islands","Miami","Florida","Florida International University",17.72751,-64.74698,25.77427,-80.19366,"Florida International University",25.75427,-80.382,"St. Croix U.S. Virgin Islands","Miami Florida",2,14,2,"U.S. Virgin Islands","United States of America","Caribbean","Americas","Philadelphia Pennsylvania","Dallas Texas","Salt Lake City Utah","Phoenix Arizona","Charlotte North Carolina","Charlotte North Carolina","Oakland California","Salt Lake City Utah","","","","","","","","",39.95234,-75.16379,32.78306,-96.80667,40.76078,-111.89105,33.44838,-112.07404,35.22709,-80.84313,35.22709,-80.84313,37.80437,-122.2708,40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-01","2011-12"
"Rajon Rondo","February 22, 1986","Louisville","Kentucky","Mouth of Wilson","Virginia","University of Kentucky",38.25424,-85.75941,36.58957,-81.33649,"University of Kentucky",38.03036,-84.49938,"Louisville Kentucky","Mouth of Wilson Virginia",30,23,82,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2013-14"
"Ralph Beard","December 2, 1927","Hardinsburg","Kentucky","Louisville","Kentucky","University of Kentucky",37.78006,-86.46053,38.25424,-85.75941,"University of Kentucky",38.03036,-84.49938,"Hardinsburg Kentucky","Louisville Kentucky",2,30,82,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1950-51"
"Ralph Davis","September 7, 1938","Vanceburg","Kentucky","Vanceburg","Kentucky","University of Cincinnati",38.59924,-83.3188,38.59924,-83.3188,"University of Cincinnati",39.13145,-84.51633,"Vanceburg Kentucky","Vanceburg Kentucky",1,1,31,"United States of America","United States of America","Americas","Americas","Cincinnati Ohio","Chicago Illinois","","","","","","","","","","","","","","",39.162,-84.45689,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960-61","1961-62"
"Ralph Drollinger","April 20, 1954","La Mesa","California","La Mesa","California","University of California, Los Angeles",32.7714,-117.0228,32.7714,-117.0228,"University of California, Los Angeles",34.02051,-118.28563,"La Mesa California","La Mesa California",2,2,80,"United States of America","United States of America","Americas","Americas","Dallas Texas","","","","","","","","","","","","","","","",32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1980-81"
"Ralph Hamilton","June 10, 1921","none","none","Fort Wayne","Indiana","Indiana University",NA,NA,41.1306,-85.12886,"Indiana University",40.41226,-86.93668,"none none","Fort Wayne Indiana",677,8,55,"none","United States of America","none","Americas","Fort Wayne Indiana","Indianapolis Indiana","","","","","","","","","","","","","","",41.1306,-85.12886,39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1948-49"
"Ralph Jackson","October 26, 1962","Los Angeles","California","Inglewood","California","University of California, Los Angeles",34.05223,-118.24368,33.96168,-118.35313,"University of California, Los Angeles",34.02051,-118.28563,"Los Angeles California","Inglewood California",97,11,80,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-85","1984-85"
"Ralph Johnson","December 6, 1921","none","none","Huntington County","Indiana","Huntington University",NA,NA,40.82924,-85.48817,"Huntington University",38.42261,-82.42206,"none none","Huntington County Indiana",677,1,1,"none","United States of America","none","Americas","Anderson Indiana","Fort Wayne Indiana","","","","","","","","","","","","","","",40.10532,-85.68025,41.1306,-85.12886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1952-53"
"Ralph Kaplowitz","May 18, 1919","none","none","New York","New York","New York University",NA,NA,40.71427,-74.00597,"New York University",40.72871,-73.99597,"none none","New York New York",677,209,20,"none","United States of America","none","Americas","New York New York","Philadelphia Pennsylvania","","","","","","","","","","","","","","",40.71427,-74.00597,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1947-48"
"Ralph Lewis","March 28, 1963","Philadelphia","Pennsylvania","Philadelphia","Pennsylvania","La Salle University",39.95234,-75.16379,39.95234,-75.16379,"La Salle University",40.03872,-75.15407,"Philadelphia Pennsylvania","Philadelphia Pennsylvania",96,77,22,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Charlotte North Carolina","Detroit Michigan","Charlotte North Carolina","","","","","","","","","","","","",42.33143,-83.04575,35.22709,-80.84313,42.33143,-83.04575,35.22709,-80.84313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-88","1989-90"
"Ralph O'Brien","April 8, 1928","Henshaw","Kentucky","Indianapolis","Indiana","Butler University",37.62171,-88.05558,39.76838,-86.15804,"Butler University",39.50727,-84.78263,"Henshaw Kentucky","Indianapolis Indiana",1,35,5,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","Indianapolis Indiana","Fort Wayne Indiana","Baltimore Maryland","","","","","","","","","","","","",39.76838,-86.15804,39.76838,-86.15804,41.1306,-85.12886,39.29038,-76.61219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-52","1952-53"
"Ralph Ogden","January 25, 1948","none","none","San Jose","California","Santa Clara University",NA,NA,37.33939,-121.89496,"Santa Clara University",37.42716,-122.17024,"none none","San Jose California",677,9,12,"none","United States of America","none","Americas","San Francisco California","","","","","","","","","","","","","","","",37.77493,-122.41942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1970-71"
"Ralph Polson","October 26, 1929","none","none","none","none","Whitworth",NA,NA,NA,NA,"Whitworth",-70.39583,66.12306,"none none","none none",677,684,3,"none","none","none","none","New York New York","Philadelphia Pennsylvania","","","","","","","","","","","","","","",40.71427,-74.00597,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-53","1952-53"
"Ralph Sampson","July 7, 1960","Harrisonburg","Virginia","Harrisonburg","Virginia","University of Virginia",38.44957,-78.86892,38.44957,-78.86892,"University of Virginia",38.03561,-78.50329,"Harrisonburg Virginia","Harrisonburg Virginia",2,1,18,"United States of America","United States of America","Americas","Americas","Houston Texas","Oakland California","Sacramento California","Washington District of Columbia","","","","","","","","","","","","",29.76328,-95.36327,37.80437,-122.2708,38.58157,-121.4944,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-84","1991-92"
"Ralph Siewert","December 31, 1923","none","none","none","none","Dakota Wesleyan University",NA,NA,NA,NA,"Dakota Wesleyan University",43.6986,-98.03147,"none none","none none",677,684,1,"none","none","none","none","St. Louis Missouri","Toronto Canada","","","","","","","","","","","","","","",38.62727,-90.19789,43.70011,-79.4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Ralph Simpson","August 10, 1949","Detroit","Michigan","Detroit","Michigan","Michigan State University",42.33143,-83.04575,42.33143,-83.04575,"Michigan State University",42.84031,-84.47982,"Detroit Michigan","Detroit Michigan",61,61,38,"United States of America","United States of America","Americas","Americas","Denver Colorado","Denver Colorado","Detroit Michigan","Detroit Michigan","Denver Colorado","Philadelphia Pennsylvania","East Rutherford New Jersey","","","","","","","","","",39.73915,-104.9847,39.73915,-104.9847,42.33143,-83.04575,42.33143,-83.04575,39.73915,-104.9847,39.95234,-75.16379,40.83399,-74.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1979-80"
